Sample_ID,Year,Venue,Stratum,Stratum_Population_Size,Stratum_Sample_Size,Inclusion_Probability,Weight,Sampled_Keyword,All_Keywords_Matched,Total_Matches_In_Paper,File_Path,Label,Notes,Reviewer
S0321,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt4omini, gpt35turbo, gpt4",17,neurips_2024/NeurIPS_2024_9b812ee4b831c21e14156ced8659197c,,,
S0322,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,27,neurips_2024/NeurIPS_2024_9bae399d1f34b8650351c1bd3692aeae,,,
S0323,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,2,neurips_2024/NeurIPS_2024_9de7a49945898da86e062e7029baa284,,,
S0324,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt41106preview, gpt4",14,neurips_2024/NeurIPS_2024_9f7f063144103bf6debb09a3f15e00fb,,,
S0325,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo,"textdavinci002, gpt35turbo, gpt4",4,neurips_2024/NeurIPS_2024_a117a3cd54b7affad04618c77c2fb18b,,,
S0326,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4turbo20240409,"claude3opus20240229, gpt4turbo, gpt4, gpt4turbo20240409",26,neurips_2024/NeurIPS_2024_a14ac7911df7d369919a687909a14a8b,,,
S0327,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_a1c716638d9b618a1a40a96f473c8250,,,
S0328,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4turbo,"gpt4turbo, gpt4",77,neurips_2024/NeurIPS_2024_a1e0d6fa0c30b7d4f75dd9c7ed6189f2,,,
S0329,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo,"gpt41106preview, gpt35turbo1106, gpt35turbo0301, gpt35turbo, gpt4",21,neurips_2024/NeurIPS_2024_a4ca07aa108036f80cbb5b82285fd4b1,,,
S0330,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt4, gpt40613",11,neurips_2024/NeurIPS_2024_a4e683f0ce6b91e7fbdae9d32642d88f,,,
S0331,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4turbo,gpt4turbo,3,neurips_2024/NeurIPS_2024_a7f89793b9e6f8c6568dbbb6ff727b9b,,,
S0332,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4o,"gpt4o, gpt4, gpt40613, gemini15pro",37,neurips_2024/NeurIPS_2024_a8320b6b9d95798dc286a867c44742a1,,,
S0333,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_a9bef53eb7b0e5950d4f2d9c74a16006,,,
S0334,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,2,neurips_2024/NeurIPS_2024_ab05dc8bf36a9f66edbff6992ec86f56,,,
S0335,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,8,neurips_2024/NeurIPS_2024_b130a5691815f550977e331f8bec08ae,,,
S0336,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4o,gpt4o,2,neurips_2024/NeurIPS_2024_b9b228d28770dc2a18922de5cd49f1d9,,,
S0337,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,4,neurips_2024/NeurIPS_2024_bc09efb501c801ed92e181e26a885c2d,,,
S0338,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,7,neurips_2024/NeurIPS_2024_be41269a9fe258f1ecba663b0b402322,,,
S0339,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt40314, gpt41106preview, claude21, gpt4, gpt40613",34,neurips_2024/NeurIPS_2024_bfba8efb806a970455b83b852c9cf846,,,
S0340,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt35turbo1106, gpt4",5,neurips_2024/NeurIPS_2024_c0f7ee1901fef1da4dae2b88dfd43195,,,
S0341,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_c1f66abb52467443ba8fc70e0a32e061,,,
S0342,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,3,neurips_2024/NeurIPS_2024_c6483c8a68083af3383f91ee0dc6db95,,,
S0343,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_cd476d01692c508ddf1cb43c6279a704,,,
S0344,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo0125,"gpt35turbo, gpt4, gpt35turbo0125",7,neurips_2024/NeurIPS_2024_d032263772946dd5026e7f3cd22bce5b,,,
S0345,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_d0a2279c9f7ded859bcbf878c3c3d1ed,,,
S0346,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_de076d0485c1fba8326500a860fe9274,,,
S0347,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt41106preview,"gpt41106preview, gpt35turbo, gpt4",15,neurips_2024/NeurIPS_2024_e4595e77b045971a654edc5e3cd31989,,,
S0348,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt35turbo,"textmoderation007, gpt35turbo, gpt4",6,neurips_2024/NeurIPS_2024_e7b3dd853382f237128943665bca2ca0,,,
S0349,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,3,neurips_2024/NeurIPS_2024_e7c786024ca718f2487712bfe9f51030,,,
S0350,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,1,neurips_2024/NeurIPS_2024_e8da5e7ed327823326360ac3c7d7f833,,,
S0351,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,16,neurips_2024/NeurIPS_2024_ea888178abdb6fc233226d12321d754f,,,
S0352,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,11,neurips_2024/NeurIPS_2024_ecda225cb187b40ea8edc1f46b03ffda,,,
S0353,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt40613,gpt40613,1,neurips_2024/NeurIPS_2024_ed1d3d4c64dc1b95332a8cde3f2a0bdf,,,
S0354,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt35turbo1106, gpt35turbo, gpt4",22,neurips_2024/NeurIPS_2024_f169ec4d47933ea4896b994af8ff4f17,,,
S0355,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt4o, gpt35turbo, gpt4",5,neurips_2024/NeurIPS_2024_f1d8400fec75f683c4d823f5836a81bb,,,
S0356,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gemini15pro,"gpt35turbo1106, gpt4o, gpt4turbo, gpt35turbo, gpt4, gemini15pro, gemini15flash",57,neurips_2024/NeurIPS_2024_f5198bc255e1d5f959edd6d1d1a86fab,,,
S0357,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4turbo,gpt4turbo,2,neurips_2024/NeurIPS_2024_f7ae4fe91d96f50abc2211f09b6a7e49,,,
S0358,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt4turbo, gpt35turbo, gpt4",9,neurips_2024/NeurIPS_2024_fa54b0edce5eef0bb07654e8ee800cb4,,,
S0359,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,"gpt35turbo, gpt4",37,neurips_2024/NeurIPS_2024_fa5b423e24b442180bcd4e13ae75a27f,,,
S0360,2024,neurips,2024-neurips,570,117,0.20526315789473684,4.871794871794871,gpt4,gpt4,24,neurips_2024/NeurIPS_2024_fbe2b2f74a2ece8070d8fb073717bda6,,,
S0361,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4omini,gpt4omini,2,aaai_2025/AAAI_2025_31983,,,
S0362,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,7,aaai_2025/AAAI_2025_32020,,,
S0363,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,6,aaai_2025/AAAI_2025_32116,,,
S0364,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,"gpt4o, gpt35turbo",13,aaai_2025/AAAI_2025_32143,,,
S0365,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gemini15pro,gemini15pro,3,aaai_2025/AAAI_2025_32249,,,
S0366,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,2,aaai_2025/AAAI_2025_32259,,,
S0367,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,6,aaai_2025/AAAI_2025_32301,,,
S0368,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,1,aaai_2025/AAAI_2025_32396,,,
S0369,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,dalle2,dalle2,1,aaai_2025/AAAI_2025_32519,,,
S0370,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,1,aaai_2025/AAAI_2025_32588,,,
S0371,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo,gpt35turbo,1,aaai_2025/AAAI_2025_32594,,,
S0372,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo,gpt35turbo,1,aaai_2025/AAAI_2025_32655,,,
S0373,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo,"gpt35turboinstruct, gpt35turbo",2,aaai_2025/AAAI_2025_32657,,,
S0374,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gemini15pro,"gpt4o, gpt4omini, gemini15pro",24,aaai_2025/AAAI_2025_32723,,,
S0375,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,5,aaai_2025/AAAI_2025_32735,,,
S0376,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,2,aaai_2025/AAAI_2025_32770,,,
S0377,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,"gpt4o, gpt4turbo, gpt4",25,aaai_2025/AAAI_2025_32775,,,
S0378,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,"gpt4o, gpt4turbo, gpt4",20,aaai_2025/AAAI_2025_32798,,,
S0379,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,gpt4o,11,aaai_2025/AAAI_2025_32969,,,
S0380,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4turbo20240409,gpt4turbo20240409,1,aaai_2025/AAAI_2025_33263,,,
S0381,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo1106,gpt35turbo1106,1,aaai_2025/AAAI_2025_33332,,,
S0382,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,1,aaai_2025/AAAI_2025_33338,,,
S0383,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo1106,gpt35turbo1106,1,aaai_2025/AAAI_2025_33434,,,
S0384,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,1,aaai_2025/AAAI_2025_33593,,,
S0385,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,"gpt4o, gpt4",2,aaai_2025/AAAI_2025_33597,,,
S0386,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4turbo,"gpt35turboinstruct, gpt4o, gpt4turbo",7,aaai_2025/AAAI_2025_33598,,,
S0387,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,3,aaai_2025/AAAI_2025_33602,,,
S0388,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,gpt4o,5,aaai_2025/AAAI_2025_33669,,,
S0389,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,"gpt4turbo, gpt35turbo, gpt4",17,aaai_2025/AAAI_2025_33673,,,
S0390,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,1,aaai_2025/AAAI_2025_33990,,,
S0391,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo,"gpt35turbo, gpt4",21,aaai_2025/AAAI_2025_34120,,,
S0392,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,3,aaai_2025/AAAI_2025_34170,,,
S0393,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,"gpt35turbo, gpt4",24,aaai_2025/AAAI_2025_34358,,,
S0394,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,1,aaai_2025/AAAI_2025_34493,,,
S0395,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,textembedding3large,"gpt4, textembedding3large",5,aaai_2025/AAAI_2025_34513,,,
S0396,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gemini10pro001,"gpt40125preview, gemini10pro001, gpt4, gpt35turbo0125",20,aaai_2025/AAAI_2025_34534,,,
S0397,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,"gpt4o, gpt4",11,aaai_2025/AAAI_2025_34542,,,
S0398,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo0125,"gpt4, gpt35turbo0125",3,aaai_2025/AAAI_2025_34547,,,
S0399,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o20240513,"gpt4o, gpt35turbo0125, gpt4o20240513",8,aaai_2025/AAAI_2025_34553,,,
S0400,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,4,aaai_2025/AAAI_2025_34555,,,
S0401,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,textembeddingada002,"gpt35turbo, gpt4, textembeddingada002",21,aaai_2025/AAAI_2025_34593,,,
S0402,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4omini,gpt4omini,5,aaai_2025/AAAI_2025_34617,,,
S0403,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,gpt4o,3,aaai_2025/AAAI_2025_34623,,,
S0404,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo,gpt35turbo,8,aaai_2025/AAAI_2025_34631,,,
S0405,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,"gpt35turbo, gpt4",16,aaai_2025/AAAI_2025_34640,,,
S0406,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,"gpt40125preview, gpt4",41,aaai_2025/AAAI_2025_34642,,,
S0407,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo,gpt35turbo,1,aaai_2025/AAAI_2025_34648,,,
S0408,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,gpt4o,1,aaai_2025/AAAI_2025_34665,,,
S0409,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,1,aaai_2025/AAAI_2025_34673,,,
S0410,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,3,aaai_2025/AAAI_2025_34690,,,
S0411,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o20240806,"gpt4o, gpt4o20240806",16,aaai_2025/AAAI_2025_34691,,,
S0412,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,6,aaai_2025/AAAI_2025_34717,,,
S0413,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,1,aaai_2025/AAAI_2025_34727,,,
S0414,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,gpt4o,2,aaai_2025/AAAI_2025_34731,,,
S0415,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo,gpt35turbo,7,aaai_2025/AAAI_2025_34736,,,
S0416,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo,"gpt35turbo, gpt4",5,aaai_2025/AAAI_2025_34740,,,
S0417,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,16,aaai_2025/AAAI_2025_34743,,,
S0418,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,"gpt4o, gpt4",14,aaai_2025/AAAI_2025_34746,,,
S0419,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,gpt4o,3,aaai_2025/AAAI_2025_34763,,,
S0420,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt40613,"claude21, gpt35turbo, gpt4, gpt40613",11,aaai_2025/AAAI_2025_34767,,,
S0421,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,2,aaai_2025/AAAI_2025_34769,,,
S0422,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,"gpt4o, gpt4omini, gpt4",36,aaai_2025/AAAI_2025_34770,,,
S0423,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,"gpt4o, gpt4",3,aaai_2025/AAAI_2025_34778,,,
S0424,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo,"gpt4o, gpt35turbo, gpt4",19,aaai_2025/AAAI_2025_34780,,,
S0425,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,gpt4o,8,aaai_2025/AAAI_2025_34790,,,
S0426,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo,"gpt35turbo, gpt4",11,aaai_2025/AAAI_2025_34799,,,
S0427,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,6,aaai_2025/AAAI_2025_34808,,,
S0428,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,o1,"o1preview, o1mini, o1, gpt4o, gpt4",19,aaai_2025/AAAI_2025_34857,,,
S0429,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,"gpt4o, gpt4, textembeddingada002",4,aaai_2025/AAAI_2025_34876,,,
S0430,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4omini20240718,gpt4omini20240718,1,aaai_2025/AAAI_2025_34898,,,
S0431,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4omini,"gpt4omini, gpt4turbo, gpt4",15,aaai_2025/AAAI_2025_34924,,,
S0432,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,1,aaai_2025/AAAI_2025_34969,,,
S0433,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4turbo,"gpt4o, gpt4turbo, gpt35turbo, gpt4, gpt35turbo0125, gpt4turbo20240409, gpt4o20240513, gpt4o20240806, gpt4omini20240718",25,aaai_2025/AAAI_2025_34970,,,
S0434,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,2,aaai_2025/AAAI_2025_34971,,,
S0435,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,3,aaai_2025/AAAI_2025_34982,,,
S0436,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,12,aaai_2025/AAAI_2025_34983,,,
S0437,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,2,aaai_2025/AAAI_2025_34990,,,
S0438,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt35turbo,"gpt35turbo, gpt4",10,aaai_2025/AAAI_2025_35000,,,
S0439,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,gpt4o,10,aaai_2025/AAAI_2025_35012,,,
S0440,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4omini,"gpt4omini, gpt4turbo",5,aaai_2025/AAAI_2025_35018,,,
S0441,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4,gpt4,2,aaai_2025/AAAI_2025_35084,,,
S0442,2025,aaai,2025-aaai,406,82,0.2019704433497537,4.951219512195122,gpt4o,gpt4o,3,aaai_2025/AAAI_2025_35483,,,
S0443,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4omini, gpt4turbo, gpt4, gemini15pro, gemini15flash",71,iclr_2025/0003_PhysBench-Benchmarking-and-Enhancing-Vision-Language-Models-for-Physical-World-Understanding,,,
S0444,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gemini15flash,"gpt4, gpt40613, gemini15flash",17,iclr_2025/0010_Understanding-and-Enhancing-the-Transferability-of-Jailbreaking-Attacks,,,
S0445,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,o1,"o1preview, o1",4,iclr_2025/0017_OASIS-Uncovers-High-Quality-T2I-Models-Same-Old-Stereotypes,,,
S0446,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,1,iclr_2025/0355_DenseGrounding-Improving-Dense-Language-Vision-Semantics-for-Ego-centric-3D-Visual-Grounding,,,
S0447,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",14,iclr_2025/0495_Personality-Alignment-of-Large-Language-Models,,,
S0448,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",7,iclr_2025/0526_ChartMoE-Mixture-of-Diversely-Aligned-Expert-Connector-for-Chart-Understanding,,,
S0449,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4omini, gpt4",4,iclr_2025/0568_Mitigating-Object-Hallucination-in-MLLMs-via-Data-augmented-Phrase-level-Alignment,,,
S0450,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o20240806,"gpt4o, gpt4o20240806, gemini15pro",19,iclr_2025/0640_AuroraCap-Efficient-Performant-Video-Detailed-Captioning-and-a-New-Benchmark,,,
S0451,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4omini,"gpt4o, gpt4omini",3,iclr_2025/0743_Streaming-Video-Understanding-and-Multi-round-Interaction-with-Memory-enhanced-Knowledge,,,
S0452,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,2,iclr_2025/0811_Understanding-Long-Videos-with-Multimodal-Language-Models,,,
S0453,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,2,iclr_2025/10453_MLLM-as-Retriever-Interactively-Learning-Multimodal-Retrieval-for-Embodied-Agents,,,
S0454,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4o, gpt4",6,iclr_2025/10531_General-Scene-Adaptation-for-Vision-and-Language-Navigation,,,
S0455,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,10,iclr_2025/1065_TIGeR-Unifying-Text-to-Image-Generation-and-Retrieval-with-Large-Multimodal-Models,,,
S0456,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"claude35sonnet20240620, gpt4o, gpt4o20240806",16,iclr_2025/10692_Unveiling-the-Magic-of-Code-Reasoning-through-Hypothesis-Decomposition-and-Amendment,,,
S0457,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,8,iclr_2025/10749_ReCogLab-a-framework-testing-relational-reasoning-cognitive-hypotheses-on-LLMs,,,
S0458,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4turbo,"gpt4o, gpt4turbo, gpt4",55,iclr_2025/10868_Large-Language-Models-Assume-People-are-More-Rational-than-We-Really-are,,,
S0459,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o20240513,"gpt4o, gpt4o20240513",2,iclr_2025/10901_Scaling-up-Masked-Diffusion-Models-on-Text,,,
S0460,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/11013_Towards-Robust-and-Parameter-Efficient-Knowledge-Unlearning-for-LLMs,,,
S0461,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,"gpt4, gpt40613",16,iclr_2025/11015_Modeling-Future-Conversation-Turns-to-Teach-LLMs-to-Ask-Clarifying-Questions,,,
S0462,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,4,iclr_2025/11041_Revealing-and-Mitigating-Over-Attention-in-Knowledge-Editing,,,
S0463,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,1,iclr_2025/11135_DEPT-Decoupled-Embeddings-for-Pre-training-Language-Models,,,
S0464,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,1,iclr_2025/11154_MAPS-Advancing-Multi-Modal-Reasoning-in-Expert-Level-Physical-Science,,,
S0465,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,gpt4o,1,iclr_2025/11207_Fugatto-1-Foundational-Generative-Audio-Transformer-Opus-1,,,
S0466,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4, gpt4turbo20240409",15,iclr_2025/11434_Montessori-Instruct-Generate-Influential-Training-Data-Tailored-for-Student-Learning,,,
S0467,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,38,iclr_2025/11526_MA-RLHF-Reinforcement-Learning-from-Human-Feedback-with-Macro-Actions,,,
S0468,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4,gpt4,2,iclr_2025/11606_AutoDAN-Turbo-A-Lifelong-Agent-for-Strategy-Self-Exploration-to-Jailbreak-LLMs,,,
S0469,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o,"gpt4o, gpt4omini, gemini15flash",37,iclr_2025/11625_Robotouille-An-Asynchronous-Planning-Benchmark-for-LLM-Agents,,,
S0470,2025,iclr,2025-iclr,1008,208,0.20634920634920634,4.846153846153846,gpt4o20240806,"gpt4o, gpt4turbo, gpt35turbo0125, gpt4o20240806",9,iclr_2025/11673_ReGen-Generative-Robot-Simulation-via-Inverse-Design,,,
