Pair_ID,Year,Venue,Deprecated_Keyword,Sections_Hit,Window_Count,Label,Reasoning
D0474,2025,iclr,claude35sonnet20240620,Prompt for extractive QA,1,Methods,"'gpt-4o-2024-05-13 , gpt-4o-mini-2024-07-18 , gpt-4-turbo-2024-04-09 , and claude-3-5-sonnet-20240620 10 https://github.com/polm/fugashi' (Prompt for extractive QA)"
D0475,2025,iclr,claude35sonnet20240620,B GENERALIZATION AND TRANSFERABILITY,1,Methods and Evaluation,"'for GPT-4, 'claude-3-haiku20240307' for Claude-Haiku, and ' claude-3-5-sonnet-20240620 ' for Claude-Sonnet. Table' (B GENERALIZATION AND TRANSFERA)"
D0476,2025,iclr,claude35sonnet20240620,2.7 LIVEBENCH UPDATES AND MAINTENANCE PLAN | 3 EXPERIMENTS | 3.1 DISCUSSION OF RESULTS | A ADDITIONAL DETAILS ABOUT LIVEBENCH EXPERIMENTS | A.2 DETAILS FROM ABLATION STUDIES,6,Methods and Evaluation,row 'claude-3-5-sonnet-20240620' with scores 58.2 / 60.8 / 56.7 in 2.7 table
D0477,2025,iclr,claude35sonnet20240620,7.1 MAIN RESULTS,1,Methods and Evaluation,"'the gpt-4o-mini-2024-07-18 version for GPT-4o mini, the claude-3-5-sonnet-20240620 version for Claude 3.5' (7.1)"
D0478,2025,iclr,claude35sonnet20240620,4 EXPERIMENTS | B EXPERIMENTAL RESULTS USING MORE LLMS,2,Methods and Evaluation,"'Bai et al., 2023), Claude 3.5 ( claude-3-5-sonnet-20240620 ) in Appendix B' (4)"
D0479,2025,iclr,claude35sonnet20240620,D.2 EVALUATOR,1,Methods,"'gemini-1.5-pro-001 ), Claude 3.5 Sonnet ( claude-3-5-sonnet-20240620 ), GPT-4o ( gpt-4o-2024-05-13' (D.2 EVALUATOR)"
D0480,2025,iclr,claude35sonnet20240620,B.2 CANDIDATE RESPONSE GENERATION,1,Methods and Evaluation,row 'Claude-3-5-sonnet-20240620' with scores 1.5 / 2.1 in B.2 CANDIDATE RESPONSE GENERAT table
D0481,2025,iclr,claude35sonnet20240620,5 RESULT ANALYSIS | 6.3 ANALYSIS ON COMPLEX TASK PROCESSING,2,Evaluation,row 'Claude-3.5-sonnet-20240620' with scores 58.96 / 88.40 / 67.20 in 5 table
D0482,2025,iclr,claude35sonnet20240620,5.2 RESULTS | J.2 SCRATCHPAD WITH INFORMATION RETRIEVAL BASELINE,9,Methods and Evaluation,row 'Claude-3-5-Sonnet-20240620' with scores 0.138 / 0.107 / 0.122 in 5.2 table
D0483,2025,iclr,claude35sonnet20240620,E.7 FULL RESULTS,1,Methods,row 'claude-3-5-sonnet-20240620' with scores 1.5 in Results table
D0484,2025,iclr,claude35sonnet20240620,4.1 SOCIAL BIAS TASK,1,Methods and Evaluation,"'three LLMs: gpt-4o-2024-05-13 (GPT-4o), gpt-3.5-turbo-instruct (GPT-3.5), and claude-3-5-sonnet-20240620 (Claude-3.5-Sonnet). We use GPT-4o' (4.1)"
D0485,2025,iclr,claude35sonnet20240620,4 REWARD MODEL RESULTS | 5.3 RESULTS,3,Methods and Evaluation,row 'Claude-3.5-Sonnet-20240620' with scores 84.2 / 96.4 / 74.0 in 4 table
D0486,2025,iclr,claude35sonnet20240620,3.2 EXPERIMENT SETUP,1,Methods,"'OpenAI, 2024) and Claude 3.5 Sonnet ( claude-3-5-sonnet-20240620 ) (Anthropic, 2024), the' (3.2)"
D0487,2025,iclr,claude35sonnet20240620,C.6 TRANSFERRING LEARNED DEMONSTRATIONS FROM GSM-HARD TO GSM-8K,1,Evaluation,row 'claude-3-5-sonnet@20240620' with scores 1 in C.6 TRANSFERRING LEARNED DEMON table
D0488,2025,iclr,claude35sonnet20240620,C.1 MODEL CONFIGURATION,1,Evaluation,config row 'claude-3-5-sonnet-20240620' (temperature/tokens) in C.1 MODEL CONFIGURATION table
D0489,2025,iclr,claude35sonnet20240620,C.4 MODEL HYPERPARAMETERS,1,Methods and Evaluation,config row 'claude-3-5-sonnet-20240620' (temperature/tokens) in C.4 MODEL HYPERPARAMETERS table
D0490,2025,iclr,claude35sonnet20240620,C.1 CLARIFICATION,1,Methods,row 'claude-3-5-sonnet-20240620' with scores 1.5 in C.1 CLARIFICATION table
D0491,2025,iclr,claude35sonnet20240620,A.2 DETAILED SCORES FOR THE HUMAN PREFERENCE EVALUATION DATASET,9,Methods and Evaluation,row 'Claude-3-5-Sonnet-20240620' with scores 67.33 / 80.65 / 79.47 in Evaluation table
D0492,2025,iclr,claude35sonnet20240620,Harmful content,2,Evaluation,listed as table row 'claude-3-5-sonnet-20240620' in Harmful content
D0493,2025,iclr,claude35sonnet20240620,A MODEL CARDS,1,Evaluation,listed as table row 'claude-3-5-sonnet-20240620' in A MODEL CARDS
D0494,2025,iclr,claude35sonnet20240620,B.1 IMPLEMENT DETAILS FOR MAIN EXPERIMENTS,1,Evaluation,"'Meta-Llama-3-8B-Instruct , gpt-4-0613 , gpt-4o-2024-05-13 and claude-3-5-sonnet-20240620 . All experiments are' (Experiments)"
D0495,2025,iclr,claude35sonnet20240620,A.6 ADDITIONAL IMPLEMENTATION DETAILS,1,Methods,"'GPT-4o-mini ( gpt-4o-mini-2024-07-18 ), and Claude3.5-Sonnet ( claude-3-5-sonnet-20240620 ). Experiment Environments All' (A.6 ADDITIONAL IMPLEMENTATION )"
D0496,2025,iclr,claude35sonnet20240620,3.2 OVERALL PERFORMANCE ANALYSIS,1,Methods,row 'Claude-3.5-Sonnet-20240620' with scores 70.35 / 66.34 / 71.39 in 3.2 table
D0497,2025,iclr,claude35sonnet20240620,4.2 MAIN RESULTS,1,Methods and Evaluation,'the version of Claude3.5 we used is claude-3-5-sonnet-20240620 . indicates that even' (4.2)
D0498,2025,iclr,claude35sonnet20240620,4.4 RANKING RESULTS | B CROSS-DATASET CONSISTENCY ANALYSIS DETAILS,9,Methods and Evaluation,'Table 2. The win rates of both claude-3-5-sonnet-20240620 and gpt-4o-2024-08-06 are higher' (4.4)
D0499,2025,iclr,claude35sonnet20240620,Closed-source model API versions,1,Methods,API version listing of closed-source models actually used.
D0500,2025,iclr,claude35sonnet20240620,3.1 PAPER RETRIEVAL FOR RAG,1,Methods,'to the Semantic Scholar API. We use claude-3-5-sonnet-20240620 as the backbone model' (3.1)
D0501,2025,iclr,claude35sonnet20240620,4 EVALUATION,1,Methods,"'Opus-3 ( claude-3-opus-20240229 ), Sonnet-3.5 ( claude-3-5-sonnet-20240620 ), Llama-3.1 ( 405B' (4)"
D0502,2025,iclr,claude35sonnet20240620,4.3 CALIBRATING LANGUAGE MODELS,1,Methods and Evaluation,"'LMs, such as gpt-4o (gpt-4o-2024-08-06), claude-3.5-sonnet ( claude-3-5-sonnet-20240620 ), and gemini-1.5-pro (gemini-1.5-prob-002)' (4.3)"
D0503,2025,iclr,claude35sonnet20240620,D.1 TESTING PERFORMANCE VOLATILITY ACROSS PROMPTS,1,Methods,listed as table row 'claude-3-5-sonnet-20240620' in D.1 TESTING PERFORMANCE VOLATI
D0504,2025,iclr,claude35sonnet20240620,4 EXPERIMENTS,1,Evaluation,"'Gemini-1.5-Pro ( gemini-1.5-pro ), and Claude-3.5-Sonnet ( claude-3-5-sonnet-20240620 ), as well as' (4)"
D0505,2025,iclr,claude35sonnet20240620,"3.1 MAIN EXPERIMENT | A.9 PERFORMANCE BY COMPLEXITY, CATEGORY, AND COMPETITION DATE",4,Methods,row 'claude-3-5-sonnet-20240620' with scores 98.4 / 0.4 / 70.7 in 3.1 table
D0506,2025,iclr,claude35sonnet20240620,B DETAILS ABOUT THE EVALUATED MODELS,1,Evaluation,"'3 Opus (claude-3-opus-20240229), Claude 3.5 Sonnet ( claude-3-5-sonnet-20240620 ), Claude 3.7 Sonnet' (B DETAILS ABOUT THE EVALUATED )"
D0507,2025,iclr,claude35sonnet20240620,A.7 PROXY METRICS FOR EVALUATING PROGRESS OF TASK COMPLETION,1,Evaluation,row 'claude-3.5-sonnet-20240620' with scores 59 / 7 / 63 in A.7 PROXY METRICS FOR EVALUATI table
D0508,2025,iclr,claude35sonnet20240620,E EXTRA EXPERIMENTAL RESULTS,2,Evaluation,config row 'Claude-3.5-Sonnet-20240620' (temperature/tokens) in Results table
D0509,2025,iclr,claude35sonnet20240620,3.3 MAIN RESULTS,2,Evaluation,row 'Claude-3.5-sonnet-20240620' with scores 90.2 / 94.8 / 95.3 in 3.3 table
D0510,2025,iclr,claude35sonnet20240620,F.3 THE arena-hard-v0.1 EVALUATION DATA,2,Evaluation,row 'claude-3-5-sonnet-20240620' with scores 1.5 in Evaluation table
D0511,2025,iclr,claude35sonnet20240620,A EXPERIMENTAL SETUPS,1,Evaluation,"'of Gemini and Claude are gemini-1.5-pro-exp-0801 and claude-3-5-sonnet-20240620 , respectively. As we' (Setup)"
D0512,2025,iclr,claude35sonnet20240620,A.1 MODEL DETAILS,1,Evaluation,config row 'claude-3-5-sonnet@20240620' (temperature/tokens) in A.1 MODEL DETAILS table
D0513,2025,iclr,claude35sonnet20240620,4.2.1 HUMANEVALFIX | 4.4 MISCELLANEOUS ASSISTANCE,4,Methods and Evaluation,row 'claude-3-5-sonnet@20240620' with scores 26 / 0 / 1 in 4.2.1 table
D0514,2025,iclr,claude35sonnet20240620,4.2 EXPERIMENT RESULTS,1,Evaluation,"'tested other (open-source) LLMs using Claude-3.5-Sonnet ( claude-3-5-sonnet-20240620 ) (Anthropic, 2024) from' (4.2)"
D0515,2025,iclr,claude35sonnet20240620,A.1 MODELS,1,Methods,"'3.5 Sonnet. We use the only API-accessible claude-3-5-sonnet-20240620 model, released on June' (A.1 MODELS)"
D0516,2025,iclr,claude35sonnet20240620,E.1 EXPERIMENTAL SETUP,1,Methods and Evaluation,config row 'claude-3-5-sonnet-20240620' (temperature/tokens) in Setup table
D0517,2025,iclr,claude35sonnet20240620,A.3.4 CLAUDE FAMILY,1,Evaluation,"'newest best-performing model. Specifically, we are using claude-3-5-sonnet-20240620 for Claude 3.5 Sonnet' (A.3.4 CLAUDE FAMILY)"
D0518,2025,iclr,claude35sonnet20240620,5.1 EXPERIMENTAL SETUP,1,Evaluation,"'prominent large models: GPT-4o-Mini (gpt-4o-mini), Claude-3.5-Sonnet ( claude-3-5-sonnet-20240620 ), and Gemini (gemini-1.5-flash)' (5.1)"
D0519,2025,iclr,claude35sonnet20240620,D MORE DETAILS ON HYPERPARAMETERS,1,Methods,"'accuracies. In the safety setting, we select claude-3-5-sonnet-20240620 , claude-3-haiku-20240229 , gpt-4-turbo-2024-04-09' (D MORE DETAILS ON HYPERPARAMET)"
D0520,2025,iclr,claude35sonnet20240620,4.2 IMPROVED SAMPLE EFFICIENCY | F DETAILED RESULTS,4,Methods and Evaluation,row 'claude-3-5-sonnet-20240620' with scores 0.1 in 4.2 table
D0521,2025,iclr,claude35sonnet20240620,I REPRODUCIBILITY AND RESOURCES,1,Methods,row 'claude-3-5-sonnet-20240620' with scores 16 in I REPRODUCIBILITY AND RESOURCE table
D0522,2025,iclr,claude35sonnet20241022,2.7 LIVEBENCH UPDATES AND MAINTENANCE PLAN | A ADDITIONAL DETAILS ABOUT LIVEBENCH EXPERIMENTS | A.2 DETAILS FROM ABLATION STUDIES,4,Methods and Evaluation,row 'claude-3-5-sonnet-20241022' with scores 58.5 / 67.1 / 52.8 in 2.7 table
D0523,2025,iclr,claude35sonnet20241022,4.1 EVALUATION SETTINGS,1,Evaluation,"'we conducted tests using APIs, specifically versions claude-3-5-sonnet20241022 , gemini-1.5-flash-001, gemini-1.5-pro-001, gpt-4o-mini-2024-07-18' (4.1)"
D0524,2025,iclr,claude35sonnet20241022,5 SOS-BENCH,1,Methods and Evaluation,"'panel of four judges (gpt-3.5turbo-1106, gpt-4o-mini-2024-07-18, gpt-4o-2024-08-06, claude-3-5-sonnet-20241022 ) and find that' (5)"
D0525,2025,iclr,claude35sonnet20241022,3 EXPERIMENTS,1,Evaluation,"'models included the GPT-4o-2024-08-06 (OpenAI, 2023), GPT-4omini-2024-07-18, Claude-3.5-sonnet-20241022 (Anthropic, 2024), and GLM-4-plus' (3)"
D0526,2025,iclr,claude35sonnet20241022,C MODELS SETUP,1,Evaluation,config row 'Claude-3.5-sonnet-20241022' (temperature/tokens) in Setup table
D0527,2025,iclr,claude35sonnet20241022,4.4 HOW TRANSFERABLE IS DREAMBENCH++ ACROSS MLLMS?,1,Evaluation,row 'Claude-3.5-Sonnet-20241022' with scores 0.5 / 0.583 / 0.623 in 4.4 table
D0528,2025,iclr,claude35sonnet20241022,5.3 EVALUATION WITH DIFFERENT LLMS,1,N/A,'its performance with the other two LLMs: claude-3.5-sonnet-20241022 and llama3.170b. The results' (5.3)
D0529,2025,iclr,claude3opus20240229,B.1 LLMS,1,Methods,'comparable or even surpass GPT-4. We use Claude-3-opus-20240229 . Access to all' (B.1 LLMS)
D0530,2025,iclr,claude3opus20240229,4.2 MAIN RESULTS | D RESULTS ACROSS DIFFERENT SUBJECTS | G REFINEMENT RESULTS | H REASONING GAP AND TEST SET CONTAMINATION,9,Methods and Evaluation,row 'Claude-3-Opus-20240229' with scores 48.62 / 50.32 / 49.47 in 4.2 table
D0531,2025,iclr,claude3opus20240229,A ADDITIONAL DETAILS ABOUT LIVEBENCH EXPERIMENTS | A.2 DETAILS FROM ABLATION STUDIES | A.3.1 MATH CATEGORY,5,Methods and Evaluation,row 'claude-3-opus-20240229' with scores 48.4 / 38.6 / 54.3 in Experiments table
D0532,2025,iclr,claude3opus20240229,F.4 DETAILS OF MODELS,1,Evaluation,row 'claude-3-opus-20240229' with scores 76.0 in F.4 DETAILS OF MODELS table
D0533,2025,iclr,claude3opus20240229,B.2 CANDIDATE RESPONSE GENERATION | I.1.1 EXMAPLES ON HELFPULNESS,3,Methods and Evaluation,row 'Claude-3-opus-20240229' with scores 2.1 / 0.1 / 1.2 in B.2 CANDIDATE RESPONSE GENERAT table
D0534,2025,iclr,claude3opus20240229,A MODEL VERSIONS USED IN EXPERIMENTS,1,Evaluation,row 'claude-3-opus-20240229' with scores 1.5 in Experiments table
D0535,2025,iclr,claude3opus20240229,2 BENCHMARK SETTINGS,1,Methods,"'openmixtral-8x22b), Llama (llama3.1-401B-Instruct), Gemini (gemini-1.5-pro), Claude ( claude-3-opus20240229 ) and O1-mini (o1-mini-2024-09-12)' (2)"
D0536,2025,iclr,claude3opus20240229,5.2 RESULTS | J.2 SCRATCHPAD WITH INFORMATION RETRIEVAL BASELINE,9,Methods and Evaluation,row 'Claude-3-Opus-20240229' with scores 1.5 in 5.2 table
D0537,2025,iclr,claude3opus20240229,A.6 VLM EVALUATION,1,Methods,"'tasks: GPT4 ( gpt-4-turbo ), Claude ( claude-3-opus-20240229 ), and Gemini (' (Evaluation)"
D0538,2025,iclr,claude3opus20240229,B.1 AGENTS | B.2 COMPUTE,2,Methods,"'PT-4V: gpt-4-vision-preview , Gemini1.5-Pro: gemini-1.5-pro-preview-0409 , Claude-3-Opus: claude-3-opus-20240229 , GPT-4o: gpt-4o-2024-05-13 ' (B.1 AGENTS)"
D0539,2025,iclr,claude3opus20240229,C.1 MODEL CONFIGURATION,1,Evaluation,config row 'claude-3-opus-20240229' (temperature/tokens) in C.1 MODEL CONFIGURATION table
D0540,2025,iclr,claude3opus20240229,D.1 MODELS,2,Methods and Evaluation,row 'claude-3-opus-20240229' with scores 04 / 30 in D.1 MODELS table
D0541,2025,iclr,claude3opus20240229,4 HUMAN PREFERENCE METRICS,1,Evaluation,"'et al., 2024). 2 mistral-large-2402, phi-3-medium-4k-instruct, gpt-4-1106-preview, claude-3-opus-20240229 , gemini-1.5pro-api-0514, gpt-4-0314, claude-3-haiku-20240307' (4)"
D0542,2025,iclr,claude3opus20240229,Harmful content,2,Evaluation,listed as table row 'claude-3-opus-20240229' in Harmful content
D0543,2025,iclr,claude3opus20240229,K HYPERPARAMETERS,2,Methods,config row 'claude-3-opus-20240229' (temperature/tokens) in K HYPERPARAMETERS table
D0544,2025,iclr,claude3opus20240229,A.3.2 RESULTS,1,Methods and Evaluation,"'4 The selected models are gpt-4-turbo-2024-04-09 , claude-3-opus-20240229 , Meta-Llama-3-70B-Instruct , Qwen1.5-72B-Chat' (Results)"
D0545,2025,iclr,claude3opus20240229,3.2 OVERALL PERFORMANCE ANALYSIS,1,Methods,row 'Claude-3-Opus-20240229' with scores 58.40 / 63.16 / 70.50 in 3.2 table
D0546,2025,iclr,claude3opus20240229,3.1 SETTINGS,1,Methods and Evaluation,"'2023), Claude3 Sonnet (claude-3-sonnet-20240229) and Opus ( claude-3-opus-20240229 ) (Anthropic, 2024), Gemini-1.5' (3.1)"
D0547,2025,iclr,claude3opus20240229,G EXPERIMENT DETAILS,1,Methods,"'GPT-4-0125-preview, GPT-3.5-turbo1106, Claude-3-Haiku-20240307, Claude-3-Sonnet-20240229, Claude-3-Opus-20240229 . In most cases' (G EXPERIMENT DETAILS)"
D0548,2025,iclr,claude3opus20240229,F.1.3 DFT TASKS: RESULTS AND ANALYSIS,5,Evaluation,"'chemical structures from the text. Qualitatively, the claude-3-opus-20240229 model outperforms the others' (Results)"
D0549,2025,iclr,claude3opus20240229,A.30 ATTEMPT ON IDEA EXECUTION AGENT,1,Methods and Evaluation,"'len (testset))) 152 153 model_name = "" claude-3-opus-20240229 "" 154 seed =' (A.30 ATTEMPT ON IDEA EXECUTION)"
D0550,2025,iclr,claude3opus20240229,4 EVALUATION,1,Methods,"'GPT-4o ( gpt-4o-2024-08-06 ), Opus-3 ( claude-3-opus-20240229 ), Sonnet-3.5 ( claude-3-5-sonnet-20240620' (4)"
D0551,2025,iclr,claude3opus20240229,E MODEL SETTINGS/DETAILS,1,Methods,"'the Claude models we used are claude-3-sonnet@20240229, claude-3opus@20240229 , claude-3-haiku@20240307. The Gemini' (E MODEL SETTINGS/DETAILS)"
D0552,2025,iclr,claude3opus20240229,3 METHODS,1,Methods,"'3), using the snapshots 'gpt-4-0125-preview' and ' claude-3-opus-20240229 '. For open-weight models' (3)"
D0553,2025,iclr,claude3opus20240229,B DETAILS ABOUT THE EVALUATED MODELS,1,Evaluation,"'et al., 2023), Claude 3 Opus ( claude-3-opus-20240229 ), Claude 3.5 Sonnet' (B DETAILS ABOUT THE EVALUATED )"
D0554,2025,iclr,claude3opus20240229,E EXTRA EXPERIMENTAL RESULTS,2,Evaluation,config row 'Claude-3-Opus-20240229' (temperature/tokens) in Results table
D0555,2025,iclr,claude3opus20240229,3.3 MAIN RESULTS | C.3 DISCUSSION OF DATA BIAS GENERATED BY GPT,3,Methods,row 'Claude-3-opus-20240229' with scores 83.5 / 81.6 / 92.0 in 3.3 table
D0556,2025,iclr,claude3opus20240229,E.1 MODEL HYPERPARAMETERS,1,Evaluation,config row 'claude-3-opus-20240229' (temperature/tokens) in E.1 MODEL HYPERPARAMETERS table
D0557,2025,iclr,claude3opus20240229,C.1 EXPERIMENTAL SETTING,1,Methods,'we use' indicates model used in pipeline.
D0558,2025,iclr,claude3opus20240229,E.1 EXPERIMENTAL SETUP,1,Methods and Evaluation,config row 'claude-3-opus-20240229' (temperature/tokens) in Setup table
D0559,2025,iclr,claude3opus20240229,C MODELS SETUP,1,Evaluation,config row 'Claude-3-opus-20240229' (temperature/tokens) in Setup table
D0560,2025,iclr,claude3opus20240229,D ADDITIONAL EVALUATION SETTING,1,Methods and Evaluation,config row 'claude-3-opus-20240229' (temperature/tokens) in Evaluation table
D0561,2025,iclr,claude3opus20240229,C.2 EXPERIMENTAL SETTINGS,2,Methods,config row 'claude-3-opus-20240229' (temperature/tokens) in C.2 EXPERIMENTAL SETTINGS table
D0562,2025,iclr,claude3opus20240229,B MODELS INCLUDED IN THIS STUDY,1,Evaluation,row 'claude-3-opus-20240229' with scores 0.1 in B MODELS INCLUDED IN THIS STUD table
D0563,2025,iclr,claude3opus20240229,D MORE DETAILS ON HYPERPARAMETERS | H ABLATION STUDIES ON PRIVILEGED INFORMATION | I ABLATION STUDIES ON THE EVALUATOR LM | K RANK ANALYSIS,6,Methods and Evaluation,"'gpt-4-turbo-2024-04-09 , gpt-3.5-turbo-0613 , claude-3-sonnet-20240229 , claude-3-opus-20240229 , claude-2.0 , Mixtral-8x7B-Instruct-v0.1' (D MORE DETAILS ON HYPERPARAMET)"
D0564,2025,iclr,claude3opus20240229,F DETAILED RESULTS,2,Evaluation,row 'claude-3-opus-20240229' with scores 3 / 0 / 10 in Results table
D0565,2025,iclr,claude3opus20240229,I REPRODUCIBILITY AND RESOURCES,1,Methods,row 'claude-3-opus-20240229' with scores 16 in I REPRODUCIBILITY AND RESOURCE table
D0566,2025,iclr,claude3sonnet20240229,A ADDITIONAL DETAILS ABOUT LIVEBENCH EXPERIMENTS | A.3.1 MATH CATEGORY,2,Methods and Evaluation,"'sonnet claude-3-haiku-20240307 (Anthropic, 2024) claude-3-opus-20240229 (Anthropic, 2024) claude-3-sonnet-20240229 (Anthropic, 2024) command-r (Cohere' (Experiments)"
D0567,2025,iclr,claude3sonnet20240229,D.1 MODELS,2,Methods and Evaluation,row 'claude-3-sonnet-20240229' with scores 04 / 30 in D.1 MODELS table
D0568,2025,iclr,claude3sonnet20240229,4 HUMAN PREFERENCE METRICS,1,Evaluation,"'3-opus-20240229, gemini-1.5pro-api-0514, gpt-4-0314, claude-3-haiku-20240307, gpt-4-0613, claude-3-sonnet-20240229 , yi-1.5-34b-chat, llama-3-8b-instruct, gemini-1.5-flash-api-0514' (4)"
D0569,2025,iclr,claude3sonnet20240229,Harmful content,2,Evaluation,listed as table row 'claude-3-sonnet-20240229' in Harmful content
D0570,2025,iclr,claude3sonnet20240229,A.3.2 RESULTS,1,Methods and Evaluation,"'claude-3-opus-20240229 , Meta-Llama-3-70B-Instruct , Qwen1.5-72B-Chat , claude-3-sonnet-20240229 , mistral-large-2402 , dbrx-instruct@together' (Results)"
D0571,2025,iclr,claude3sonnet20240229,3.1 SETTINGS,1,Methods and Evaluation,"'GPT-4 (gpt-4) (OpenAI, 2023), Claude3 Sonnet ( claude-3-sonnet-20240229 ) and Opus (claude-3-opus-20240229)' (3.1)"
D0572,2025,iclr,claude3sonnet20240229,G EXPERIMENT DETAILS,1,Methods,"'our experiments, we use GPT-4-0125-preview, GPT-3.5-turbo1106, Claude-3-Haiku-20240307, Claude-3-Sonnet-20240229 , Claude-3-Opus-20240229. In most' (G EXPERIMENT DETAILS)"
D0573,2025,iclr,claude3sonnet20240229,Closed-source model API versions,1,Evaluation,'3 Haiku: claude-3-haiku@20240307 - Claude 3 Sonnet: claude-3-sonnet@20240229 - Claude 3.5 Sonnet' (Closed-source model API versio)
D0574,2025,iclr,claude3sonnet20240229,E MODEL SETTINGS/DETAILS,1,Methods,"'of the Claude models we used are claude-3-sonnet@20240229 , claude-3opus@20240229, claude-3-haiku@20240307. The' (E MODEL SETTINGS/DETAILS)"
D0575,2025,iclr,claude3sonnet20240229,E EXTRA EXPERIMENTAL RESULTS,2,Evaluation,config row 'Claude-3-Sonnet-20240229' (temperature/tokens) in Results table
D0576,2025,iclr,claude3sonnet20240229,3.3 MAIN RESULTS,2,Evaluation,row 'Claude-3-sonnet-20240229' with scores 75.0 / 77.9 / 88.9 in 3.3 table
D0577,2025,iclr,claude3sonnet20240229,C.1 EXPERIMENTAL SETTING,1,Methods,'claude-3-opus-20240229 ; Claude 3 Sonnet refers to claude-3-sonnet-20240229 ; Claude 3 Haiku' (C.1 EXPERIMENTAL SETTING)
D0578,2025,iclr,claude3sonnet20240229,E.1 EXPERIMENTAL SETUP,1,Methods and Evaluation,config row 'claude-3-sonnet-20240229' (temperature/tokens) in Setup table
D0579,2025,iclr,claude3sonnet20240229,3.1 EXPERIMENTAL SETUP | APPENDIX: STEERING LARGE LANGUAGE MODELS BETWEEN CODE EXECUTION AND TEXTUAL REASONING | L.5 CLAUDE-3-SONNET-20240229,3,Methods and Evaluation,"'al., 2023), GPT-4o-mini, GPT-35turbo-16k-0613 (GPT-3.5) (Brown, 2020), Claude-3-sonnet-20240229 (Claude-sonnet) (Anthropic, 2024), Open-mixtral-8x7b' (3.1)"
D0580,2025,iclr,claude3sonnet20240229,A.3.4 CLAUDE FAMILY,1,Evaluation,"'using claude-3-5-sonnet-20240620 for Claude 3.5 Sonnet , claude-3-sonnet20240229 for Claude 3 Sonnet' (A.3.4 CLAUDE FAMILY)"
D0581,2025,iclr,claude3sonnet20240229,6 DISCUSSION | A BENCHMARK RESULTS,9,Methods,"'samples during our program synthesis runs targeting claude-3-sonnet-20240229 and claude-3-haiku20240307 , but' (6)"
D0582,2025,iclr,claude3sonnet20240229,D ADDITIONAL EVALUATION SETTING,1,Methods and Evaluation,config row 'claude-3-sonnet-20240229' (temperature/tokens) in Evaluation table
D0583,2025,iclr,claude3sonnet20240229,C.2 EXPERIMENTAL SETTINGS,1,Methods,config row 'claude-3-sonnet-20240229' (temperature/tokens) in C.2 EXPERIMENTAL SETTINGS table
D0584,2025,iclr,claude3sonnet20240229,B MODELS INCLUDED IN THIS STUDY,1,Evaluation,listed as table row 'claude-3-sonnet-20240229' in B MODELS INCLUDED IN THIS STUD
D0585,2025,iclr,claude3sonnet20240229,D MORE DETAILS ON HYPERPARAMETERS | I ABLATION STUDIES ON THE EVALUATOR LM | K RANK ANALYSIS,6,Methods and Evaluation,"'M = { gpt-4-turbo-2024-04-09 , gpt-3.5-turbo-0613 , claude-3-sonnet-20240229 , claude-3-opus-20240229 , claude-2.0' (D MORE DETAILS ON HYPERPARAMET)"
D0586,2025,iclr,claude3sonnet20240229,F DETAILED RESULTS,2,Evaluation,row 'claude-3-sonnet-20240229' with scores 7 / 2 / 3 in Results table
D0587,2025,iclr,claudeinstant12,B.2 CANDIDATE RESPONSE GENERATION,1,Methods and Evaluation,'1.5-pro-exp-0801 Claude-3-opus-20240229 Claude-2.1 Gemini-Pro Mixtral-8x7b-Instruct-v0.1 claude-instant-1.2 Llama-2-70b-chat Llama-2-7b-chat Mistral-7B-Instruct-v0.1 vicuna-7b-v1.5' (B.2 CANDIDATE RESPONSE GENERAT)
D0588,2025,iclr,claudeinstant12,B LITERATURE REVIEW: EVALUATING LLMS WITH GAME THEORY,1,N/A,Literature review tabulating game-theory studies of LLMs; no own method/eval.
D0589,2025,iclr,claudeinstant12,E EXTRA EXPERIMENTAL RESULTS,1,Evaluation,config row 'Claude-instant-1.2' (temperature/tokens) in Results table
D0590,2025,iclr,claudeinstant12,A.3 AUTHOR STATEMENT,1,Evaluation,row 'Claude-instant-1.2' with scores 7.73 / 5.0 / 3.5 in A.3 AUTHOR STATEMENT table
D0591,2025,iclr,codedavinci002,B MODELS INCLUDED IN THIS STUDY | E SIMILARITY MATRICES COMPARISON BETWEEN SETS OF GENES,2,Evaluation,row 'code-davinci-002' with scores 75.7 / 64.9 / 62.1 in B MODELS INCLUDED IN THIS STUD table
D0592,2025,iclr,gemini10pro001,E EXTRA EXPERIMENTAL RESULTS,1,Evaluation,Gemini-1.0-Pro-001 in extensive baseline comparison table
D0593,2025,iclr,gemini10pro001,B MODELS INCLUDED IN THIS STUDY,1,Evaluation,row 'gemini-1.0-pro-001' with scores 1.0 / 1.0 in B MODELS INCLUDED IN THIS STUD table
D0594,2025,iclr,gemini10pro002,Harmful content,2,Evaluation,'5-sonnet-20240620 claude-3-haiku-20240307 claude-3-opus-20240229 claude-3-sonnet-20240229 gemini-1-0-pro-002 gemini-1-5-flash-001 gemini-1-5-pro-001 gpt-3-5-turbo-0125 gpt-4-0125-preview' (Harmful content)
D0595,2025,iclr,gemini10pro002,Closed-source model API versions,1,Evaluation,'mini: gpt-4o-mini-2024-07-18 - GPT-4o: gpt-4o-2024-08-06 - Gemini-Pro: gemini-1.0-pro-002 - Gemini 1.5 Flash' (Closed-source model API versio)
